,Gemeindename,average
1627,Russikon,163.99362515937102
1628,Russin,155.0809968847352
1629,Ruswil,160.64648615759052
1630,Römerswil,160.11448275862068
1631,Röschenz,173.15009940357854
1632,Röthenbach im Emmental,180.72727272727272
1633,Rüderswil,166.72430870821296
1634,Rüdlingen,167.3661971830986
1635,Rüdtligen-Alchenflüh,160.22610141313382
1636,Rüeggisberg,178.00094428706328
1637,Rüegsau,167.82189239332095
1638,Rüfenach,164.80645161290323
1639,Rümikon,169.56451612903226
1640,Rümlang,160.28378709835664
1641,Rümligen,169.70731707317074
1642,Rümlingen,168.6788617886179
1643,Rünenberg,173.24009324009324
1644,Rüschegg,171.8484555984556
1645,Rüschlikon,170.34536082474227
1646,Rüte,172.54159132007234
1647,Rüthi (SG),161.59914712153517
1648,Rüti (ZH),159.11667266834715
1649,Rüti bei Büren,162.81593927893738
1650,Rüti bei Lyssach,166.3125
1651,Rütschelen,163.20766773162939
1652,Rüttenen,162.03561253561253
1653,S-chanf,189.11845102505694
1654,Saanen,194.5373166994966
1655,Saas-Almagell,174.28070175438597
1656,Saas-Balen,166.73333333333332
1657,Saas-Fee,177.9601593625498
1658,Saas-Grund,180.7079107505071
1659,Sachseln,160.346845124283
1660,Safenwil,162.9293257514216
1661,Safiental,174.43467933491686
1662,Safnern,160.6654578422484
1663,Sagogn,168.9556786703601
1664,Saicourt,164.5810810810811
1665,Saignelégier,156.08632138114208
1666,Saillon,160.75737898465172
1667,Saint-Aubin (FR),151.86215538847117
1668,Saint-Barthélemy (VD),149.14799154334037
1669,Saint-Blaise,151.98487304159914
1670,Saint-Brais,165.37383177570092
1671,Saint-Cergue,160.63368983957218
1672,Saint-George,161.24170616113744
1673,Saint-Gingolph,165.87737478411054
1674,Saint-Imier,159.95236188951162
1675,Saint-Livres,152.77721518987343
1676,Saint-Légier-La Chiésaz,153.37207748830994
1677,Saint-Léonard,162.8392026578073
1678,Saint-Martin (FR),157.11494252873564
1679,Saint-Martin (VS),169.54214123006832
1680,Saint-Maurice,162.2824175824176
1681,Saint-Oyens,151.18217054263565
1682,Saint-Prex,155.4279711884754
1683,Saint-Saphorin (Lavaux),148.79710144927537
1684,Saint-Sulpice (VD),152.94196222938737
1685,Sainte-Croix,159.49626701800614
1686,Salenstein,170.04842931937173
1687,Salgesch,168.61782178217823
1688,Salmsach,167.43386243386243
1689,Salvan,164.58983451536642
1690,Samedan,179.95383693045562
1691,Samnaun,179.77570093457945
1692,San Vittore,147.0565371024735
1693,Sant'Antonino,144.59504132231405
1694,Santa Maria in Calanca,153.26315789473685
1695,Sargans,163.01226597805035
1696,Sarmenstorf,163.63379434756465
1697,Sarnen,162.77341442224153
1698,Satigny,154.93786764705882
1699,Sattel,173.5450490633363
1700,Saubraz,155.86290322580646
1701,Sauge,170.58503401360545
1702,Saulcy,167.78531073446328
1703,Saules (BE),161.9418604651163
1704,Savigny,156.36588851834208
1705,Savièse,165.6500812347685
1706,Savosa,146.98123980424143
1707,Saxeten,194.4915254237288
1708,Saxon,167.36094986807387
1709,Schaffhausen,164.3390557939914
1710,Schafisheim,162.70965842167254
1711,Schangnau,184.85614035087718
1712,Scharans,172.00228310502283
1713,Schattdorf,160.16399043389134
1714,Schattenhalb,167.78656126482213
1715,Schelten,204.68421052631578
1716,Schenkon,158.14812712826333
1717,Scheuren,164.33076923076922
1718,Schiers,169.60885082084226
1719,Schinznach,165.57198443579767
1720,Schinznach-Bad,158.43297872340426
1721,Schlatt (TG),167.60771401693322
1722,Schlatt (ZH),165.40106951871658
1723,Schlatt-Haslen,176.73858267716537
1724,Schleinikon,165.88084112149534
1725,Schleitheim,172.95584988962472
1726,Schlierbach,161.36116910229646
1727,Schlieren,157.22532740879328
1728,Schlossrued,171.30783582089552
1729,Schluein,174.0994623655914
1730,Schmerikon,163.74225663716814
1731,Schmiedrued,164.87119113573408
1732,Schmitten (FR),154.5943866002716
1733,Schmitten (GR),175.03703703703704
1734,Schneisingen,165.68470588235294
1735,Schnottwil,162.33475177304965
1736,Schongau,165.40705128205127
1737,Schupfart,164.54770992366412
1738,Schwaderloch,171.22602739726028
1739,Schwadernau,166.8848167539267
1740,Schwanden bei Brienz,165.3929712460064
1741,Schwarzenberg,167.81198347107437
1742,Schwarzenburg,164.686
1743,Schwarzhäusern,163.89583333333334
1744,Schwellbrunn,177.94125326370758
1745,Schwende,168.83179297597042
1746,Schwendibach,172.05384615384617
1747,Schwerzenbach,159.64658273381295
1748,Schwyz,162.3066367265469
1749,Schänis,167.75090252707582
1750,Schöfflisdorf,166.0026178010471
1751,Schöftland,163.43351691581432
1752,Schönenbuch,178.3641975308642
1753,Schönengrund,170.59052924791087
1754,Schönenwerd,163.7284934955938
1755,Schönholzerswilen,174.1198347107438
1756,Schötz,161.00198176773682
1757,Schübelbach,165.20339976553342
1758,Schüpfen,161.07416879795397
1759,Schüpfheim,169.80558183538315
1760,Scuol,176.87119932432432
1761,Seeberg,165.0405643738977
1762,Seedorf (BE),162.35710306406685
1763,Seedorf (UR),161.7391304347826
1764,Seegräben,160.2581081081081
1765,Seehof,198.88095238095238
1766,Seelisberg,170.1915422885572
1767,Seengen,162.88295165394402
1768,Seewen,177.7034795763994
1769,Seewis im Prättigau,170.91159420289856
1770,Seftigen,162.83600377002827
1771,Seltisberg,163.89777777777778
1772,Selzach,163.55110024449877
1773,Sembrancher,169.36908077994428
1774,Sempach,156.266318537859
1775,Semsales,156.29365079365078
1776,Senarclens,151.0
1777,Sennwald,165.1202023207379
1778,Senèdes,153.29591836734693
1779,Seon,164.65966101694914
1780,Sergey,157.0581395348837
1781,Serravalle,151.88147566718996
1782,Servion,152.8065573770492
1783,Sessa,149.57692307692307
1784,Seuzach,159.19000261711594
1785,Sevelen,162.9013698630137
1786,Siblingen,171.66122448979593
1787,Sierre,162.88204656862746
1788,Siglistorf,170.97142857142856
1789,Signau,169.4364123159304
1790,Signy-Avenex,153.77037037037036
1791,Sigriswil,171.1185682326622
1792,Silenen,164.26760563380282
1793,Sils im Domleschg,167.8042226487524
1794,Sils im Engadin/Segl,184.2962085308057
1795,Silvaplana,187.28483920367535
1796,Simplon,174.875
1797,Sins,160.31425976385106
1798,Sion,163.21388162586166
1799,Sirnach,162.0262917238226
1800,Siselen,167.67062314540058
1801,Sisikon,170.71204188481676
1802,Sissach,165.1180811808118
1803,Sisseln,161.58979808714133
1804,Siviriez,156.28384279475983
1805,Soazza,156.37727272727273
1806,Solothurn,158.39809848854216
1807,Sommeri,169.0952380952381
1808,Sonceboz-Sombeval,156.17549019607844
1809,Sonogno,153.67441860465115
1810,Sonvilier,164.3710482529118
1811,Soral,156.6659707724426
1812,Sorengo,151.80903490759755
1813,Sorens,159.051775147929
1814,Sorvilier,161.6141304347826
1815,Soubey,169.325
1816,Soyhières,160.98257839721254
1817,Speicher,163.4560185185185
1818,Spiez,163.4249911126911
1819,Spiringen,175.521645021645
1820,Spreitenbach,163.41692131398014
1821,St. Antoni,157.08374384236453
1822,St. Gallen,160.08185651228672
1823,St. Margrethen,165.8645513476629
1824,St. Moritz,187.8993448481239
1825,St. Niklaus,176.79330543933054
1826,St. Silvester,159.72785829307568
1827,St. Stephan,182.7554054054054
1828,St. Ursen,158.09583333333333
1829,Stabio,141.90278657378087
1830,Stadel,160.86913767019666
1831,Staffelbach,164.82291666666666
1832,Stalden (VS),173.24019607843138
1833,Staldenried,174.76953125
1834,Stallikon,162.60351058337636
1835,Stans,157.47666226332012
1836,Stansstad,163.98804780876495
1837,Starrkirch-Wil,163.75837320574163
1838,Staufen,160.5420168067227
1839,Steckborn,163.20138150903296
1840,Steffisburg,160.4033939070016
1841,Steg-Hohtenn,172.29254727474972
1842,Stein (AG),163.5990813648294
1843,Stein (AR),170.87516254876462
1844,Stein am Rhein,169.0646476412347
1845,Steinach,160.46868583162217
1846,Steinen,166.72586872586874
1847,Steinerberg,173.4704724409449
1848,Steinhausen,161.32359003185312
1849,Steinmaur,160.61763143919276
1850,Stetten (AG),163.27223088923557
1851,Stetten (SH),164.3533724340176
1852,Stettfurt,165.62408223201174
1853,Stettlen,161.78612716763007
1854,Stocken-Höfen,165.66498316498317
1855,Strengelbach,158.28423566878982
1856,Studen (BE),160.98556357579122
1857,Stäfa,163.4244221411192
1858,Stüsslingen,169.7131661442006
1859,Subingen,159.5506631299735
1860,Suchy,151.175
1861,Sufers,170.1081081081081
1862,Suhr,162.5453512161855
1863,Sulgen,166.73545454545456
1864,Sullens,153.51057401812687
1865,Sumiswald,169.16599486991572
1866,Sumvitg,172.6698262243286
1867,Surpierre,153.2694877505568
1868,Sursee,153.9746287128713
1869,Surses,175.24295774647888
1870,Suscévaz,148.97391304347826
1871,Sutz-Lattrigen,165.02538787023977
1872,Syens,169.49425287356323
1873,Sâles,157.5199543899658
1874,Sévaz,149.63874345549738
1875,Sévery,156.56849315068493
1876,Tafers,154.40842105263158
1877,Tamins,164.6752
1878,Tannay,164.69519343493553
1879,Tartegnin,160.82035928143713
1880,Tavannes,159.4092563702548
1881,Tecknau,163.9416445623342
1882,Tegerfelden,166.11
1883,Tenero-Contra,144.890756302521
1884,Tenniken,172.97974217311233
1885,Tentlingen,155.34375
1886,Termen,169.24634655532358
1887,Terre di Pedemonte,147.2018288700196
1888,Teufen (AR),169.8441867380315
1889,Teufenthal (AG),167.69143446852425
1890,Teuffenthal (BE),184.4113475177305
1891,Thal,163.1052206673843
1892,Thalheim (AG),169.93009708737864
1893,Thalheim an der Thur,160.26425855513307
1894,Thalwil,163.79850034083162
1895,Thayngen,166.2064846416382
1896,Therwil,168.08337009263343
1897,Thierachern,160.5374894692502
1898,Thun,160.69621407121406
1899,Thundorf,164.20387096774195
1900,Thunstetten,163.41243243243244
1901,Thusis,169.4431279620853
1902,Thônex,160.12129976182376
1903,Thörigen,160.25801526717558
1904,Thürnen,161.8957142857143
1905,Titterten,164.55
1906,Tobel-Tägerschen,164.85699797160242
1907,Toffen,161.71006813020438
1908,Tolochenaz,151.02814423922604
1909,Torny,154.02654867256638
1910,Torricella-Taverne,143.58243902439025
1911,Trachselwald,175.5401337792642
1912,Tramelan,160.37004405286345
1913,Trasadingen,173.27692307692308
1914,Treiten,163.40963855421685
1915,Trey,151.18354430379748
1916,Treycovagnes,149.82698961937717
1917,Treytorrens (Payerne),151.82608695652175
1918,Treyvaux,150.84497041420119
1919,Triengen,160.75312989045383
1920,Trient,172.55670103092783
1921,Trimbach,164.288322556105
1922,Trimmis,164.0625
1923,Trin,170.0449141347424
1924,Trogen,174.1551939924906
1925,Troinex,158.09377049180327
1926,Troistorrents,170.40516698172652
1927,Trub,178.80769230769232
1928,Trubschachen,167.2564417177914
1929,Trun,171.70387596899224
1930,Truttikon,165.38339920948616
1931,Trélex,163.98534798534797
1932,Trüllikon,162.35993208828523
1933,Tschappina,175.67441860465115
1934,Tschiertschen-Praden,181.80132450331126
1935,Tschugg,159.56603773584905
1936,Tuggen,165.14113098115033
1937,Tujetsch,172.98650674662667
1938,Turbenthal,166.7856836690956
1939,Turgi,161.68792401628224
1940,Turtmann-Unterems,177.044094488189
1941,Twann-Tüscherz,163.70315091210614
1942,Tägerig,163.82375478927204
1943,Tägerwilen,161.48151093439364
1944,Täsch,175.36400817995911
1945,Täuffelen,159.5883870967742
1946,Tévenon,155.19845857418113
1947,Törbel,185.42801556420233
1948,Tübach,159.62782805429865
1949,Udligenswil,157.21261884183232
1950,Ueberstorf,158.28057553956833
1951,Uebeschi,168.8394366197183
1952,Ueken,161.20980392156864
1953,Uerkheim,164.35479797979798
1954,Uesslingen-Buch,169.62608695652173
1955,Uetendorf,162.57160305343513
1956,Uetikon am See,166.43467336683418
1957,Uezwil,164.6
1958,Ufhusen,172.0107334525939
1959,Uitikon,173.12226871222688
1960,Ulmiz,156.26666666666668
1961,Unterbäch,170.55364806866953
1962,Untereggen,167.66285714285715
1963,Unterengstringen,163.6351931330472
1964,Unterentfelden,162.36543335022807
1965,Unteriberg,177.04336043360433
1966,Unterkulm,166.97112366603892
1967,Unterlangenegg,172.4265060240964
1968,Unterlunkhofen,163.40473372781065
1969,Unterramsern,159.49640287769785
1970,Unterschächen,172.9236641221374
1971,Unterseen,162.91516169676606
1972,Untersiggenthal,163.41810620601407
1973,Untervaz,163.50673281360736
1974,Unterägeri,165.8377132319041
1975,Urdorf,159.2029180264926
1976,Urmein,177.11827956989248
1977,Urnäsch,178.66193853427896
1978,Ursenbach,169.53892215568862
1979,Ursins,149.29850746268656
1980,Ursy,153.88986556359876
1981,Urtenen-Schönbühl,155.42793931731984
1982,Uster,159.82926148261902
1983,Uttigen,162.23367346938775
1984,Uttwil,168.18163054695563
1985,Utzenstorf,157.59956803455722
1986,Uznach,162.3880890052356
1987,Uzwil,162.635296010296
1988,Vacallo,143.29451722464822
1989,Val Müstair,181.343537414966
1990,Val Terbi,159.59146341463415
1991,Val-d'Illiez,174.54058313632783
1992,Val-de-Charmey,159.08043626448534
1993,Val-de-Ruz,154.3647449029363
1994,Val-de-Travers,156.96624816566117
1995,Valangin,154.31921824104234
1996,Valbirse,157.14298323036186
1997,Valbroye,152.9468196037539
1998,Valeyres-sous-Montagny,147.67407407407407
1999,Valeyres-sous-Rances,152.92105263157896
2000,Valeyres-sous-Ursins,141.75968992248062
2001,Vallon,148.5
2002,Vallorbe,156.9624139756485
2003,Vals,182.76209677419354
2004,Valsot,179.84449244060474
2005,Vandoeuvres,173.0824135393672
2006,Varen,174.11671087533156
2007,Vaulion,154.33666666666667
2008,Vaulruz,157.08904109589042
2009,Vaux-sur-Morges,152.66101694915255
2010,Vaz/Obervaz,176.5273892773893
2011,Vechigen,160.77220520673814
2012,Veltheim (AG),164.91904761904763
2013,Vendlincourt,160.43413173652695
2014,Venthône,164.2639534883721
2015,Vernate,143.9469696969697
2016,Vernayaz,164.30868167202573
2017,Vernier,159.3062385836729
2018,Versoix,160.4652442073679
2019,Vevey,152.98997354128952
2020,Vex,168.3564530289728
2021,Veyras,159.9677130044843
2022,Veyrier,160.23450834879407
2023,Veysonnaz,169.7962962962963
2024,Veytaux,154.8779761904762
2025,Vezia,146.15766164747563
2026,Vich,158.06102635228848
2027,Vico Morcote,161.93103448275863
2028,Villars-Epeney,152.86764705882354
2029,Villars-Sainte-Croix,155.3132678132678
2030,Villars-le-Comte,147.6219512195122
2031,Villars-le-Terroir,150.28652482269504
2032,Villars-sous-Yens,151.85558583106268
2033,Villars-sur-Glâne,149.78449007296794
2034,Villarsel-sur-Marly,156.43478260869566
2035,Villarzel,157.33584905660376
2036,Villaz-Saint-Pierre,154.92875
2037,Villeneuve (VD),155.14307633294976
2038,Villeret,160.22845691382764
2039,Villigen,163.1404109589041
2040,Villmergen,164.43252121543935
2041,Villnachern,159.56782713085235
2042,Villorsonnens,158.5150462962963
2043,Vilters-Wangs,162.90484071162598
2044,Vinelz,162.64426877470356
2045,Vinzel,153.57777777777778
2046,Vionnaz,158.6718592964824
2047,Visp,171.69232625482624
2048,Visperterminen,170.11623616236162
2049,Vitznau,166.48219178082192
2050,Vogorno,152.78021978021977
2051,Volken,167.47916666666666
2052,Volketswil,160.9641727059304
2053,Vollèges,169.5402124430956
2054,Vordemwald,159.72924187725633
2055,Vorderthal,177.03322784810126
2056,Vouvry,162.4909156976744
2057,Vuadens,152.61315789473684
2058,Vuarrens,150.18197278911563
2059,Vucherens,151.9467787114846
2060,Vufflens-la-Ville,152.4723926380368
2061,Vufflens-le-Château,153.41014799154334
2062,Vugelles-La Mothe,166.8227848101266
2063,Vuisternens-devant-Romont,161.26352288488212
2064,Vuiteboeuf,156.31034482758622
2065,Vulliens,151.56130790190736
2066,Vullierens,151.8628762541806
2067,Vully-les-Lacs,153.05847639484978
2068,Vérossaz,170.29527559055117
2069,Vétroz,165.2842688508793
2070,Wachseldorn,180.13098236775818
2071,Wagenhausen,167.58129175946547
2072,Wahlen,171.23636363636365
2073,Walchwil,182.10160680529302
2074,Wald (AR),174.11242603550295
2075,Wald (BE),163.24056603773585
2076,Wald (ZH),164.9241525423729
2077,Waldenburg,178.92307692307693
2078,Waldkirch,164.9710856519367
2079,Waldstatt,167.41605068637804
2080,Walenstadt,166.0939929328622
2081,Walkringen,169.44455066921606
2082,Wallbach,164.57787610619468
2083,Wallisellen,160.00767681852506
2084,Walliswil bei Niederbipp,166.37012987012986
2085,Walliswil bei Wangen,167.8057742782152
2086,Walperswil,163.49619482496195
2087,Waltenschwil,161.3304144775248
2088,Walterswil (BE),173.3053097345133
2089,Walterswil (SO),168.79136690647482
2090,Walzenhausen,169.1184320266889
2091,Wangen (SZ),165.5047393364929
2092,Wangen an der Aare,158.0261337432744
2093,Wangen bei Olten,162.12603648424545
2094,Wangen-Brüttisellen,161.61946902654867
2095,Wangenried,162.73929961089493
2096,Wartau,165.14517265680055
2097,Warth-Weiningen,166.17780748663102
2098,Wassen,170.80349344978166
2099,Wasterkingen,160.96036585365854
2100,Wattenwil,163.6026755852843
2101,Wattwil,169.85559947299078
2102,Wauwil,159.58536585365854
2103,Weesen,162.82908404154864
2104,Wegenstetten,164.02010050251258
2105,Weggis,168.44909404659188
2106,Weiach,157.6321608040201
2107,Weinfelden,161.1805716173798
2108,Weiningen (ZH),163.013839602555
2109,Weisslingen,164.1006600660066
2110,Welschenrohr,171.7098976109215
2111,Wengi,165.72395833333334
2112,Wenslingen,163.6358839050132
2113,Werthenstein,164.4773519163763
2114,Wettingen,162.96846600240886
2115,Wettswil am Albis,161.32432432432432
2116,Wetzikon (ZH),160.64825555456412
2117,Wichtrach,161.05568445475637
2118,Widen,165.8706942236354
2119,Widnau,160.73723064644852
2120,Wiedlisbach,163.03706563706564
2121,Wiesendangen,160.2002460781298
2122,Wiggiswil,167.49056603773585
2123,Wigoltingen,165.03337969401946
2124,Wikon,159.26211180124224
2125,Wil (SG),162.01685693899393
2126,Wil (ZH),163.50200267022697
2127,Wila,166.79669421487603
2128,Wilchingen,168.2373887240356
2129,Wildberg,167.60980392156864
2130,Wilderswil,166.87260616153205
2131,Wildhaus-Alt St. Johann,180.95435393258427
2132,Wilen (TG),160.11716842961758
2133,Wiler (Lötschen),176.1209677419355
2134,Wiler bei Utzenstorf,157.320987654321
2135,Wileroltigen,158.7311320754717
2136,Wiliberg,171.84347826086957
2137,Willadingen,165.4921875
2138,Willisau,159.8106772120613
2139,Wimmis,167.7776119402985
2140,Windisch,160.42612137203167
2141,Winkel,163.0453026364649
2142,Wintersingen,176.390625
2143,Winterthur,159.96212179339625
2144,Winznau,161.7622950819672
2145,Wisen (SO),162.04032258064515
2146,Wislikofen,171.51052631578946
2147,Wittenbach,162.13400673400673
2148,Witterswil,165.90125173852573
2149,Wittinsburg,159.76284584980237
2150,Wittnau,167.66530612244898
2151,Wohlen (AG),162.97033847625883
2152,Wohlen bei Bern,162.04441294590126
2153,Wohlenschwil,163.83431257344301
2154,Wolfenschiessen,164.30752453653216
2155,Wolfhalden,168.56769374416433
2156,Wolfisberg,172.8090909090909
2157,Wolfwil,163.791932059448
2158,Wolhusen,163.453155625245
2159,Wollerau,177.65823377840243
2160,Worb,161.36303758233242
2161,Worben,158.97301464919045
2162,Wuppenau,170.4689440993789
2163,Wynau,162.81625835189308
2164,Wynigen,170.03805309734514
2165,Wyssachen,171.53939393939393
2166,Wäldi,167.68507462686568
2167,Wängi,165.2462852897474
2168,Wölflinswil,167.19152542372882
2169,Wünnewil-Flamatt,157.91831083419868
2170,Würenlingen,163.8971048513302
2171,Würenlos,162.1780233271946
2172,Yens,152.2998885172798
2173,Yverdon-les-Bains,150.26546167247386
2174,Yvonand,150.94193912063133
2175,Yvorne,155.66615384615383
2176,Zeglingen,164.20689655172413
2177,Zeihen,163.47893258426967
2178,Zeiningen,164.05925925925925
2179,Zell (LU),164.49697493517718
2180,Zell (ZH),162.32665260196904
2181,Zeneggen,172.97222222222223
2182,Zermatt,182.10487353485502
2183,Zernez,184.20672478206725
2184,Zetzwil,168.5436408977556
2185,Ziefen,170.12450331125828
2186,Zielebach,161.14948453608247
2187,Zihlschlacht-Sitterdorf,162.82755842062852
2188,Zillis-Reischen,165.82456140350877
2189,Zizers,166.06102051551815
2190,Zofingen,158.9617587601078
2191,Zollikofen,159.77549724925942
2192,Zollikon,172.58271694028505
2193,Zuchwil,159.34583525080535
2194,Zufikon,163.49088596863078
2195,Zug,171.93685109738468
2196,Zullwil,168.00877192982455
2197,Zumikon,172.4417103670835
2198,Zunzgen,165.88972243060766
2199,Zuoz,183.92352941176472
2200,Zuzgen,165.178
2201,Zuzwil (BE),158.6782334384858
2202,Zuzwil (SG),163.59921763869133
2203,Zweisimmen,179.22810333963454
2204,Zwieselberg,167.15540540540542
2205,Zwingen,172.0482269503546
2206,Zwischbergen,164.15
2207,Zäziwil,163.33812949640287
2208,Zürich,163.1286641730083
